# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	669991	670779	+							NELON_RS03335	789		old_locus_tag=NELON_03525
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	669991	670779	+	WP_003771991.1	WP_003771991.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA			NELON_RS03335	789	262	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	670782	671507	+							NELON_RS03340	726		old_locus_tag=NELON_03530
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	670782	671507	+	WP_003771993.1	WP_003771993.1		amino acid ABC transporter ATP-binding protein			NELON_RS03340	726	241	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	671586	672464	-							NELON_RS03345	879		old_locus_tag=NELON_03535
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	671586	672464	-	WP_003771995.1	WP_003771995.1		prephenate dehydrogenase/arogenate dehydrogenase family protein			NELON_RS03345	879	292	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	672577	672867	-							NELON_RS03350	291		old_locus_tag=NELON_03540
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	672577	672867	-	WP_081456080.1	WP_081456080.1		hypothetical protein			NELON_RS03350	291	96	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	673034	673315	+							NELON_RS11485	282		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	673034	673315	+	WP_003771999.1	WP_003771999.1		hypothetical protein			NELON_RS11485	282	93	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	673325	674338	-							NELON_RS03355	1014		old_locus_tag=NELON_03545
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	673325	674338	-	WP_003772002.1	WP_003772002.1		ketol-acid reductoisomerase			NELON_RS03355	1014	337	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	674385	674687	-							NELON_RS03360	303		old_locus_tag=NELON_03550
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	674385	674687	-	WP_003772003.1	WP_003772003.1		antibiotic biosynthesis monooxygenase			NELON_RS03360	303	100	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	674758	675249	-							NELON_RS03365	492		old_locus_tag=NELON_03555
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	674758	675249	-	WP_003772004.1	WP_003772004.1		acetolactate synthase small subunit			NELON_RS03365	492	163	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	675246	677027	-							NELON_RS03370	1782		old_locus_tag=NELON_03560
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	675246	677027	-	WP_041961317.1	WP_041961317.1		acetolactate synthase, large subunit, biosynthetic type			NELON_RS03370	1782	593	
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	677317	677392	-							NELON_RS03375	76		old_locus_tag=NELON_03565
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	677317	677392	-				tRNA-Arg			NELON_RS03375	76		anticodon=CCG
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	677662	678531	+							NELON_RS03380	870		old_locus_tag=NELON_03570
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	677662	678531	+	WP_003772008.1	WP_003772008.1		cytochrome c5 family protein			NELON_RS03380	870	289	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	678660	679943	+							NELON_RS03385	1284		old_locus_tag=NELON_03575
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	678660	679943	+	WP_003772012.1	WP_003772012.1		anhydro-N-acetylmuramic acid kinase			NELON_RS03385	1284	427	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	680040	682445	+							NELON_RS03390	2406		old_locus_tag=NELON_03580
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	680040	682445	+	WP_041961319.1	WP_041961319.1		DNA translocase FtsK			NELON_RS03390	2406	801	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	682501	683034	+							NELON_RS03395	534		old_locus_tag=NELON_03585
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	682501	683034	+	WP_003772017.1	WP_003772017.1		hypothetical protein			NELON_RS03395	534	177	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	683031	683462	+							NELON_RS03400	432		old_locus_tag=NELON_03590
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	683031	683462	+	WP_003772020.1	WP_003772020.1		hypothetical protein			NELON_RS03400	432	143	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	683533	683790	+							NELON_RS03405	258		old_locus_tag=NELON_03595
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	683533	683790	+	WP_040665814.1	WP_040665814.1		hypothetical protein			NELON_RS03405	258	85	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	683837	684847	+							NELON_RS03410	1011		old_locus_tag=NELON_03600
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	683837	684847	+	WP_041961320.1	WP_041961320.1		ferrochelatase			NELON_RS03410	1011	336	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	684919	686157	-							NELON_RS03415	1239		old_locus_tag=NELON_03605
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	684919	686157	-	WP_041961321.1	WP_041961321.1		NADP-dependent isocitrate dehydrogenase			NELON_RS03415	1239	412	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	686320	686640	+							NELON_RS03420	321		old_locus_tag=NELON_03610
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	686320	686640	+	WP_003772032.1	WP_003772032.1		DUF2322 domain-containing protein			NELON_RS03420	321	106	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	686881	688263	+							NELON_RS03425	1383		old_locus_tag=NELON_03615
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	686881	688263	+	WP_041961322.1	WP_041961322.1		purine permease			NELON_RS03425	1383	460	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	688575	688964	+							NELON_RS03430	390		old_locus_tag=NELON_03620
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	688575	688964	+	WP_003772036.1	WP_003772036.1		DUF559 domain-containing protein			NELON_RS03430	390	129	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	689089	689274	-							NELON_RS11490	186		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	689089	689274	-	WP_081456079.1	WP_081456079.1		hypothetical protein			NELON_RS11490	186	61	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	689531	690283	+							NELON_RS03435	753		old_locus_tag=NELON_03625
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	689531	690283	+	WP_003772040.1	WP_003772040.1		hypothetical protein			NELON_RS03435	753	250	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	690309	693524	+					carB		NELON_RS03440	3216		old_locus_tag=NELON_03630
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	690309	693524	+	WP_003772042.1	WP_003772042.1		carbamoyl-phosphate synthase large subunit	carB		NELON_RS03440	3216	1071	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	693863	694462	-							NELON_RS03445	600		old_locus_tag=NELON_03635
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	693863	694462	-	WP_003772046.1	WP_003772046.1		methyltransferase domain-containing protein			NELON_RS03445	600	199	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	694894	695511	+							NELON_RS11495	618		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	694894	695511	+	WP_003772049.1	WP_003772049.1		hypothetical protein			NELON_RS11495	618	205	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	696170	698791	-							NELON_RS03455	2622		old_locus_tag=NELON_03645
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	696170	698791	-	WP_003772055.1	WP_003772055.1		alanine--tRNA ligase			NELON_RS03455	2622	873	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	698980	699822	+							NELON_RS03460	843		old_locus_tag=NELON_03650
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	698980	699822	+	WP_040665868.1	WP_040665868.1		23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ			NELON_RS03460	843	280	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	699886	700017	-							NELON_RS03465	132		old_locus_tag=NELON_03655
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	699886	700017	-	WP_003772058.1	WP_003772058.1		hypothetical protein			NELON_RS03465	132	43	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	700132	701556	-							NELON_RS03470	1425		old_locus_tag=NELON_03660
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	700132	701556	-	WP_003772060.1	WP_003772060.1		phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein			NELON_RS03470	1425	474	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	701639	702349	-							NELON_RS03475	711		old_locus_tag=NELON_03665
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	701639	702349	-	WP_003772061.1	WP_003772061.1		DUF541 domain-containing protein			NELON_RS03475	711	236	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	702435	703160	-							NELON_RS03480	726		old_locus_tag=NELON_03670
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	702435	703160	-	WP_003772063.1	WP_003772063.1		YebC/PmpR family DNA-binding transcriptional regulator			NELON_RS03480	726	241	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	703352	703903	+							NELON_RS03485	552		old_locus_tag=NELON_03675
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	703352	703903	+	WP_040665815.1	WP_040665815.1		YqgE/AlgH family protein			NELON_RS03485	552	183	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	703896	704360	+							NELON_RS03490	465		old_locus_tag=NELON_03680
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	703896	704360	+	WP_003772069.1	WP_003772069.1		Holliday junction resolvase RuvX			NELON_RS03490	465	154	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	704451	705446	-							NELON_RS03495	996		old_locus_tag=NELON_03685
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	704451	705446	-	WP_003772071.1	WP_003772071.1		ornithine carbamoyltransferase			NELON_RS03495	996	331	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	705633	706448	+							NELON_RS03500	816		old_locus_tag=NELON_03690
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	705633	706448	+	WP_003772073.1	WP_003772073.1		undecaprenyl-diphosphate phosphatase			NELON_RS03500	816	271	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	706508	708160	-							NELON_RS03505	1653		old_locus_tag=NELON_03695
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	706508	708160	-	WP_003772075.1	WP_003772075.1		electron transfer flavoprotein-ubiquinone oxidoreductase			NELON_RS03505	1653	550	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	708248	708706	-							NELON_RS03510	459		old_locus_tag=NELON_03700
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	708248	708706	-	WP_041961324.1	WP_041961324.1		hypothetical protein			NELON_RS03510	459	152	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	708804	709226	-							NELON_RS03515	423		old_locus_tag=NELON_03705
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	708804	709226	-	WP_040665816.1	WP_040665816.1		hypothetical protein			NELON_RS03515	423	140	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	709418	710929	+							NELON_RS03520	1512		old_locus_tag=NELON_03710
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	709418	710929	+	WP_003772081.1	WP_003772081.1		ubiquinone biosynthesis regulatory protein kinase UbiB			NELON_RS03520	1512	503	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	711036	712154	-							NELON_RS03525	1119		old_locus_tag=NELON_03715
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	711036	712154	-	WP_003772084.1	WP_003772084.1		23S rRNA pseudouridine(1911/1915/1917) synthase RluD			NELON_RS03525	1119	372	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	712153	712959	+							NELON_RS03530	807		old_locus_tag=NELON_03720
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	712153	712959	+	WP_003772083.1	WP_003772083.1		outer membrane protein assembly factor BamD			NELON_RS03530	807	268	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	713048	713680	+							NELON_RS03535	633		old_locus_tag=NELON_03725
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	713048	713680	+	WP_003772087.1	WP_003772087.1		pyridoxamine 5'-phosphate oxidase			NELON_RS03535	633	210	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	713716	714537	+							NELON_RS03540	822		old_locus_tag=NELON_03730
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	713716	714537	+	WP_003772088.1	WP_003772088.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase			NELON_RS03540	822	273	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	714733	716475	-							NELON_RS03545	1743		old_locus_tag=NELON_03735
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	714733	716475	-	WP_040665817.1	WP_040665817.1		hypothetical protein			NELON_RS03545	1743	580	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	716834	717355	+							NELON_RS03550	522		old_locus_tag=NELON_03740
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	716834	717355	+	WP_003772097.1	WP_003772097.1		ester cyclase			NELON_RS03550	522	173	
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	717464	717550	-							NELON_RS03555	87		old_locus_tag=NELON_03745
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	717464	717550	-				tRNA-Leu			NELON_RS03555	87		anticodon=CAG
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	717579	717665	-							NELON_RS03560	87		old_locus_tag=NELON_03750
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	717579	717665	-				tRNA-Leu			NELON_RS03560	87		anticodon=CAG
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	717763	720204	+							NELON_RS03565	2442		old_locus_tag=NELON_03755
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	717763	720204	+	WP_041961325.1	WP_041961325.1		ribonuclease R			NELON_RS03565	2442	813	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	720659	720904	-							NELON_RS03570	246		old_locus_tag=NELON_03760
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	720659	720904	-	WP_041961326.1	WP_041961326.1		hypothetical protein			NELON_RS03570	246	81	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	720910	721263	-							NELON_RS11500	354		pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	720910	721263	-				hypothetical protein			NELON_RS11500	354		pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	721332	722933	-							NELON_RS03580	1602		old_locus_tag=NELON_03770
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	721332	722933	-	WP_041961327.1	WP_041961327.1		NAD(P)/FAD-dependent oxidoreductase			NELON_RS03580	1602	533	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	722985	723167	-							NELON_RS11505	183		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	722985	723167	-				hypothetical protein			NELON_RS11505	183		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	723339	724691	+							NELON_RS03585	1353		old_locus_tag=NELON_03775
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	723339	724691	+	WP_041961584.1	WP_041961584.1		exodeoxyribonuclease VII large subunit			NELON_RS03585	1353	450	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	724796	726997	+							NELON_RS03590	2202		old_locus_tag=NELON_03780
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	724796	726997	+	WP_041961585.1	WP_041961585.1		TonB-dependent hemoglobin/transferrin/lactoferrin family receptor			NELON_RS03590	2202	733	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	727073	727864	+							NELON_RS03595	792		old_locus_tag=NELON_03785
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	727073	727864	+	WP_003772119.1	WP_003772119.1		ABC transporter substrate-binding protein			NELON_RS03595	792	263	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	728007	728948	+							NELON_RS03600	942		old_locus_tag=NELON_03795
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	728007	728948	+	WP_003772120.1	WP_003772120.1		iron ABC transporter permease			NELON_RS03600	942	313	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	728995	729720	+							NELON_RS03605	726		old_locus_tag=NELON_03800
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	728995	729720	+	WP_003772122.1	WP_003772122.1		ABC transporter ATP-binding protein			NELON_RS03605	726	241	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	729837	731051	-							NELON_RS03610	1215		old_locus_tag=NELON_03805
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	729837	731051	-	WP_003772125.1	WP_003772125.1		beta-ketoacyl-[acyl-carrier-protein] synthase I			NELON_RS03610	1215	404	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	731119	731646	-							NELON_RS03615	528		old_locus_tag=NELON_03810
